objectCount,operationTimeMs,heapUsedMB,heapMaxMB
31,3.003,77,4026
30,14.083,77,4026
29,13.834,77,4026
28,2.865,78,4026
27,13.731,78,4026
26,2.604,78,4026
25,13.327,78,4026
24,2.608,78,4026
23,2.576,78,4026
22,2.537,78,4026
21,2.096,78,4026
20,2.018,79,4026
19,2.455,79,4026
18,13.485,79,4026
17,15.073,79,4026
16,3.005,79,4026
15,15.625,79,4026
14,14.049,79,4026
13,3.494,80,4026
12,14.663,80,4026
11,2.597,80,4026
10,2.568,80,4026
9,13.669,80,4026
8,2.622,80,4026
7,3.281,80,4026
6,2.163,80,4026
5,12.718,81,4026
4,3.033,81,4026
3,2.584,81,4026
2,2.346,81,4026
1,2.358,81,4026
